"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 11 17:12:53 GMT 2024","Wed Sep 11 17:12:53 GMT 2024","11","Postman.test_Postman","tests_Postman","","","","test_postman_1",""
"passed","Wed Sep 11 17:12:47 GMT 2024","Wed Sep 11 17:12:48 GMT 2024","1040","Tests","test_ProgMusix","TestProgmusix","","","test_login_negative",""
"passed","Wed Sep 11 17:12:53 GMT 2024","Wed Sep 11 17:12:53 GMT 2024","22","Tests","test_ProgMusix","TestProgmusix","","","test_postman1",""
"passed","Wed Sep 11 17:11:19 GMT 2024","Wed Sep 11 17:11:24 GMT 2024","5044","Tests","test_reg_negative","TestProgmusix","","","test_reg_invalid_email",""
"passed","Wed Sep 11 17:12:39 GMT 2024","Wed Sep 11 17:12:43 GMT 2024","4118","Tests","test_ProgMusix","TestProgmusix","","","test_long_email",""
"passed","Wed Sep 11 17:11:26 GMT 2024","Wed Sep 11 17:11:30 GMT 2024","3951","Tests","test_reg_negative","TestProgmusix","","","test_reg_invalid_password",""
"passed","Wed Sep 11 17:10:21 GMT 2024","Wed Sep 11 17:11:04 GMT 2024","42405","Tests","test_registration","TestProgmusix","","","test_reg_email",""
"passed","Wed Sep 11 17:12:45 GMT 2024","Wed Sep 11 17:12:46 GMT 2024","1334","Tests","test_ProgMusix","TestProgmusix","","","test_login_TAB",""
"passed","Wed Sep 11 17:12:49 GMT 2024","Wed Sep 11 17:12:52 GMT 2024","2726","Tests","test_ProgMusix","TestProgmusix","","","test_contact",""
"passed","Wed Sep 11 17:11:32 GMT 2024","Wed Sep 11 17:11:36 GMT 2024","4095","Tests","test_reg_negative","TestProgmusix","","","test_reg_dif_password",""
"passed","Wed Sep 11 17:11:10 GMT 2024","Wed Sep 11 17:11:11 GMT 2024","936","Tests","test_reg_negative","TestProgmusix","","","test_reg_negative",""
"passed","Wed Sep 11 17:11:56 GMT 2024","Wed Sep 11 17:12:38 GMT 2024","41733","Tests","test_ProgMusix","TestProgmusix","","","test_reg_email",""
"passed","Wed Sep 11 17:11:43 GMT 2024","Wed Sep 11 17:11:52 GMT 2024","9872","Tests","test_purchase","TestProgmusix","","","test_paying",""
"passed","Wed Sep 11 17:11:12 GMT 2024","Wed Sep 11 17:11:17 GMT 2024","4695","Tests","test_reg_negative","TestProgmusix","","","test_reg_invalid_username",""
"passed","Wed Sep 11 17:11:41 GMT 2024","Wed Sep 11 17:11:41 GMT 2024","15","Tests","test_login","TestProgmusix","","","test_user_role",""
"passed","Wed Sep 11 17:11:06 GMT 2024","Wed Sep 11 17:11:09 GMT 2024","2909","Tests","test_reg_negative","TestProgmusix","","","test_reg_TAB",""
"passed","Wed Sep 11 17:11:04 GMT 2024","Wed Sep 11 17:11:05 GMT 2024","16","Tests","test_registration","TestProgmusix","","","test_change_admin_email",""
"passed","Wed Sep 11 17:10:11 GMT 2024","Wed Sep 11 17:10:20 GMT 2024","8824","Tests","test_registration","TestProgmusix","","","test_regtest",""
"passed","Wed Sep 11 17:11:38 GMT 2024","Wed Sep 11 17:11:39 GMT 2024","1575","Tests","test_login","TestProgmusix","","","test_login_positive",""
