"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 11 16:58:39 GMT 2024","Wed Sep 11 16:58:42 GMT 2024","2560","Tests","test_reg_negative","TestProgmusix","","","test_reg_TAB",""
"broken","Wed Sep 11 16:59:13 GMT 2024","Wed Sep 11 17:00:07 GMT 2024","53850","Tests","test_purchase","TestProgmusix","","","test_paying",""
"passed","Wed Sep 11 16:57:44 GMT 2024","Wed Sep 11 16:57:53 GMT 2024","8723","Tests","test_registration","TestProgmusix","","","test_regtest",""
"passed","Wed Sep 11 16:59:03 GMT 2024","Wed Sep 11 16:59:06 GMT 2024","3677","Tests","test_reg_negative","TestProgmusix","","","test_reg_dif_password",""
"passed","Wed Sep 11 16:58:38 GMT 2024","Wed Sep 11 16:58:38 GMT 2024","12","Tests","test_registration","TestProgmusix","","","test_change_admin_email",""
"passed","Wed Sep 11 16:58:57 GMT 2024","Wed Sep 11 16:59:02 GMT 2024","4072","Tests","test_reg_negative","TestProgmusix","","","test_reg_invalid_password",""
"passed","Wed Sep 11 16:59:11 GMT 2024","Wed Sep 11 16:59:11 GMT 2024","13","Tests","test_login","TestProgmusix","","","test_user_role",""
"passed","Wed Sep 11 16:58:44 GMT 2024","Wed Sep 11 16:58:49 GMT 2024","4593","Tests","test_reg_negative","TestProgmusix","","","test_reg_invalid_username",""
"passed","Wed Sep 11 16:57:54 GMT 2024","Wed Sep 11 16:58:37 GMT 2024","43149","Tests","test_registration","TestProgmusix","","","test_reg_email",""
"passed","Wed Sep 11 16:59:08 GMT 2024","Wed Sep 11 16:59:09 GMT 2024","1608","Tests","test_login","TestProgmusix","","","test_login_positive",""
"passed","Wed Sep 11 16:58:50 GMT 2024","Wed Sep 11 16:58:55 GMT 2024","5105","Tests","test_reg_negative","TestProgmusix","","","test_reg_invalid_email",""
"passed","Wed Sep 11 16:58:43 GMT 2024","Wed Sep 11 16:58:43 GMT 2024","703","Tests","test_reg_negative","TestProgmusix","","","test_reg_negative",""
