"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 11 14:31:37 GMT 2024","Wed Sep 11 14:31:37 GMT 2024","12","Tests","test_login","TestProgmusix","","","test_user_role",""
"passed","Wed Sep 11 14:31:35 GMT 2024","Wed Sep 11 14:31:35 GMT 2024","16","Tests","test_login","TestProgmusix","","","test_change_admin",""
"passed","Wed Sep 11 14:31:26 GMT 2024","Wed Sep 11 14:31:30 GMT 2024","3966","Tests","test_reg_negative","TestProgmusix","","","test_reg_dif_password",""
"broken","Wed Sep 11 14:31:39 GMT 2024","Wed Sep 11 14:31:58 GMT 2024","18608","Tests","test_purchase","TestProgmusix","","","test_paying",""
"passed","Wed Sep 11 14:31:07 GMT 2024","Wed Sep 11 14:31:08 GMT 2024","662","Tests","test_reg_negative","TestProgmusix","","","test_reg_negative",""
"passed","Wed Sep 11 14:31:08 GMT 2024","Wed Sep 11 14:31:13 GMT 2024","4711","Tests","test_reg_negative","TestProgmusix","","","test_reg_invalid_username",""
"passed","Wed Sep 11 14:30:23 GMT 2024","Wed Sep 11 14:31:02 GMT 2024","38894","Tests","test_registration","TestProgmusix","","","test_reg_email",""
"passed","Wed Sep 11 14:31:14 GMT 2024","Wed Sep 11 14:31:19 GMT 2024","4799","Tests","test_reg_negative","TestProgmusix","","","test_reg_invalid_email",""
"passed","Wed Sep 11 14:31:32 GMT 2024","Wed Sep 11 14:31:33 GMT 2024","1531","Tests","test_login","TestProgmusix","","","test_login_positive",""
"passed","Wed Sep 11 14:30:13 GMT 2024","Wed Sep 11 14:30:22 GMT 2024","8709","Tests","test_registration","TestProgmusix","","","test_regtest",""
"passed","Wed Sep 11 14:31:20 GMT 2024","Wed Sep 11 14:31:24 GMT 2024","3846","Tests","test_reg_negative","TestProgmusix","","","test_reg_invalid_password",""
"passed","Wed Sep 11 14:31:03 GMT 2024","Wed Sep 11 14:31:06 GMT 2024","2564","Tests","test_reg_negative","TestProgmusix","","","test_reg_TAB",""
